Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,HourlyRate,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,No,Travel_Rarely,Research & Development,2,5,Medical,773,Male,92,Research Scientist,3,Married,3057,6,Yes,13,3,6,0,1,1,0,0,1
34,No,Travel_Rarely,Research & Development,8,5,Life Sciences,775,Female,32,Manufacturing Director,1,Divorced,5121,3,No,14,3,7,3,3,0,0,0,0
52,No,Travel_Rarely,Sales,3,4,Marketing,776,Male,31,Manager,1,Married,16856,1,No,11,3,34,3,4,34,6,1,16
33,Yes,Travel_Rarely,Research & Development,1,4,Other,780,Male,63,Research Scientist,4,Single,2686,1,Yes,13,3,10,2,2,10,9,7,8
25,No,Travel_Rarely,Sales,26,1,Medical,781,Female,32,Sales Executive,4,Single,6180,1,No,23,4,6,5,2,6,5,1,4
45,No,Travel_Rarely,Sales,2,2,Technical Degree,783,Male,46,Sales Representative,3,Single,6632,0,No,13,3,9,3,3,8,7,3,1
23,No,Travel_Rarely,Research & Development,10,1,Medical,784,Male,79,Research Scientist,3,Single,3505,1,No,18,3,2,3,3,2,2,0,2
47,Yes,Travel_Frequently,Sales,27,2,Life Sciences,785,Female,77,Sales Executive,3,Single,6397,4,Yes,12,3,8,2,3,5,4,1,3
34,No,Travel_Rarely,Sales,2,3,Other,786,Male,60,Sales Executive,4,Single,6274,1,No,22,4,6,5,3,6,5,1,4
55,Yes,Travel_Rarely,Research & Development,2,3,Medical,787,Male,78,Manager,1,Married,19859,5,Yes,13,3,24,2,3,5,2,1,4
36,No,Non-Travel,Sales,8,4,Life Sciences,789,Male,76,Sales Executive,1,Single,7587,1,No,15,3,10,1,3,10,7,0,9
52,No,Non-Travel,Research & Development,19,4,Medical,791,Male,41,Research Scientist,4,Married,4258,0,No,18,3,5,3,3,4,3,1,2
26,No,Travel_Frequently,Research & Development,1,2,Life Sciences,792,Female,71,Laboratory Technician,4,Divorced,4364,3,No,14,3,5,2,3,2,2,2,0
29,No,Travel_Rarely,Research & Development,27,3,Medical,793,Female,66,Healthcare Representative,3,Married,4335,4,No,12,3,11,3,2,8,7,1,1
26,Yes,Travel_Rarely,Sales,8,3,Technical Degree,796,Male,38,Sales Executive,1,Single,5326,6,No,17,3,6,2,2,4,3,1,2
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,797,Female,72,Research Scientist,4,Single,3280,2,No,16,3,10,2,3,4,2,1,3
54,No,Travel_Rarely,Research & Development,19,4,Medical,799,Female,95,Manufacturing Director,1,Divorced,5485,9,Yes,11,3,9,4,3,5,3,1,4
27,No,Travel_Frequently,Sales,8,1,Marketing,800,Male,84,Sales Executive,4,Married,4342,0,No,19,3,5,3,3,4,2,1,1
37,No,Travel_Rarely,Research & Development,10,1,Life Sciences,802,Female,82,Research Scientist,1,Divorced,2782,0,Yes,13,3,6,3,2,5,3,4,3
38,No,Travel_Frequently,Research & Development,2,4,Life Sciences,803,Female,75,Manufacturing Director,1,Single,5980,6,Yes,12,3,17,2,3,15,7,4,12
34,No,Travel_Rarely,Research & Development,2,4,Medical,804,Female,86,Research Scientist,1,Single,4381,1,No,11,3,6,3,3,6,5,1,3
35,No,Travel_Rarely,Sales,8,4,Life Sciences,805,Female,72,Sales Representative,4,Married,2572,1,No,16,3,3,1,2,3,2,0,2
30,No,Travel_Rarely,Research & Development,1,3,Life Sciences,806,Male,38,Laboratory Technician,3,Married,3833,3,No,21,4,7,2,3,2,2,0,2
40,No,Travel_Frequently,Research & Development,2,2,Medical,807,Female,38,Healthcare Representative,2,Married,4244,1,No,24,4,8,2,3,8,7,3,7
34,No,Travel_Rarely,Sales,8,2,Life Sciences,808,Female,93,Sales Executive,1,Married,6500,5,No,17,3,6,1,3,3,2,1,2
42,No,Travel_Frequently,Research & Development,8,3,Life Sciences,809,Male,66,Manager,4,Divorced,18430,1,No,13,3,24,4,2,24,7,14,9
23,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,811,Male,63,Laboratory Technician,1,Married,1601,1,Yes,21,4,1,2,3,0,0,0,0
24,No,Non-Travel,Research & Development,9,3,Life Sciences,812,Male,60,Laboratory Technician,2,Divorced,2694,1,No,11,3,1,4,3,1,0,0,0
52,No,Travel_Rarely,Research & Development,11,4,Life Sciences,813,Female,82,Laboratory Technician,3,Married,3149,8,No,20,4,9,3,3,5,2,1,4
50,No,Travel_Rarely,Research & Development,2,3,Medical,815,Male,64,Research Director,3,Married,17639,5,No,16,3,30,3,3,4,3,0,3
29,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,816,Female,36,Laboratory Technician,1,Married,2319,1,Yes,11,3,1,1,3,1,0,0,0
33,No,Travel_Rarely,Research & Development,7,3,Medical,817,Male,49,Research Director,3,Married,11691,0,No,11,3,14,3,4,13,9,3,7
33,Yes,Travel_Rarely,Sales,16,3,Marketing,819,Female,69,Sales Executive,1,Single,5324,5,No,15,3,6,3,3,3,2,0,2
47,No,Travel_Rarely,Research & Development,2,2,Other,820,Female,33,Manager,4,Married,16752,1,Yes,11,3,26,3,2,26,14,3,0
36,No,Travel_Rarely,Research & Development,1,3,Other,823,Female,35,Manufacturing Director,2,Married,5228,0,No,15,3,10,2,3,9,7,0,5
29,No,Travel_Rarely,Research & Development,23,2,Life Sciences,824,Male,81,Research Scientist,3,Married,2700,1,No,24,4,10,3,3,10,7,0,7
58,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,825,Male,31,Research Director,2,Single,19246,7,Yes,12,3,40,2,3,31,15,13,8
35,No,Travel_Rarely,Research & Development,1,4,Life Sciences,826,Female,40,Research Scientist,3,Single,2506,3,No,13,3,7,0,3,2,2,2,2
42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,827,Female,43,Manufacturing Director,4,Married,6062,9,Yes,13,3,8,4,3,4,3,0,2
28,Yes,Travel_Rarely,Research & Development,2,4,Medical,828,Male,46,Research Scientist,3,Single,4382,6,No,17,3,5,3,2,2,2,2,1
36,No,Travel_Rarely,Human Resources,13,3,Human Resources,829,Male,36,Human Resources,2,Married,2143,4,No,13,3,8,2,3,5,2,0,4
32,No,Travel_Rarely,Research & Development,4,3,Life Sciences,830,Female,98,Manufacturing Director,3,Married,6162,1,No,12,3,14,3,3,14,13,6,8
40,No,Travel_Frequently,Research & Development,16,4,Medical,832,Male,51,Laboratory Technician,3,Single,5094,6,No,14,3,10,6,3,1,0,0,0
30,No,Travel_Rarely,Research & Development,2,3,Medical,833,Female,52,Manufacturing Director,4,Single,6877,5,Yes,24,4,12,4,2,0,0,0,0
45,No,Travel_Rarely,Research & Development,2,3,Life Sciences,834,Female,95,Research Scientist,3,Single,2274,1,No,14,3,1,3,3,1,0,0,0
42,No,Travel_Rarely,Research & Development,29,3,Life Sciences,836,Male,98,Manufacturing Director,2,Married,4434,1,No,13,3,10,3,2,9,8,7,8
38,No,Travel_Frequently,Research & Development,12,3,Life Sciences,837,Male,45,Healthcare Representative,1,Divorced,6288,2,No,15,3,13,3,2,4,3,1,2
34,No,Travel_Frequently,Research & Development,16,4,Life Sciences,838,Female,100,Research Scientist,4,Single,2553,1,No,16,3,6,3,3,5,2,1,3
49,Yes,Travel_Rarely,Sales,11,3,Marketing,840,Female,43,Sales Executive,4,Married,7654,1,No,18,3,9,3,4,9,8,7,7
55,Yes,Travel_Rarely,Sales,2,1,Medical,842,Male,37,Sales Executive,4,Single,5160,4,No,16,3,12,3,2,9,7,7,3
43,No,Travel_Rarely,Research & Development,14,2,Life Sciences,843,Male,94,Research Director,1,Married,17159,6,No,24,4,22,3,3,4,1,1,0
27,No,Travel_Rarely,Research & Development,5,1,Technical Degree,844,Male,42,Research Director,4,Divorced,12808,1,Yes,16,3,9,3,3,9,8,0,8
35,No,Travel_Rarely,Research & Development,7,3,Other,845,Male,59,Manufacturing Director,3,Single,10221,3,No,21,4,17,3,4,8,5,1,6
28,No,Travel_Rarely,Sales,2,4,Marketing,846,Female,81,Sales Executive,2,Married,4779,1,Yes,20,4,8,2,3,8,7,7,5
34,No,Travel_Rarely,Human Resources,3,2,Human Resources,847,Male,88,Human Resources,4,Married,3737,0,No,19,3,4,1,1,3,2,0,2
26,Yes,Travel_Frequently,Research & Development,5,2,Medical,848,Female,88,Research Scientist,3,Married,2366,1,Yes,14,3,8,2,3,8,7,1,7
27,No,Non-Travel,Research & Development,3,3,Medical,850,Male,50,Research Scientist,4,Married,1706,1,No,11,3,0,6,2,0,0,0,0
51,No,Travel_Rarely,Sales,26,4,Marketing,851,Female,66,Manager,3,Married,16307,2,No,14,3,29,2,2,20,6,4,17
44,No,Travel_Rarely,Research & Development,4,3,Medical,852,Male,50,Healthcare Representative,2,Single,5933,9,No,12,3,10,2,2,5,2,2,3
25,No,Travel_Rarely,Research & Development,2,1,Medical,854,Male,65,Research Scientist,1,Single,3424,7,No,13,3,6,3,2,4,3,0,1
33,No,Travel_Rarely,Sales,1,3,Medical,855,Male,48,Sales Executive,1,Divorced,4037,1,No,22,4,9,5,3,9,8,0,8
35,No,Travel_Rarely,Research & Development,27,1,Medical,856,Female,53,Research Scientist,1,Single,2559,1,No,11,3,6,3,2,6,5,1,1
36,No,Travel_Rarely,Sales,1,2,Life Sciences,857,Male,56,Sales Executive,4,Married,6201,1,Yes,14,3,18,1,2,18,14,4,11
32,No,Travel_Rarely,Sales,13,4,Life Sciences,859,Male,73,Sales Executive,4,Divorced,4403,2,No,11,3,8,3,2,5,2,0,3
30,No,Travel_Frequently,Research & Development,5,4,Life Sciences,861,Male,75,Research Scientist,4,Divorced,3761,9,No,12,3,10,3,2,5,4,0,3
53,No,Travel_Rarely,Sales,7,2,Marketing,862,Female,78,Sales Executive,4,Married,10934,7,Yes,18,3,35,3,3,5,2,0,4
45,No,Travel_Rarely,Sales,9,3,Marketing,864,Male,74,Sales Executive,1,Divorced,10761,4,Yes,12,3,18,2,3,5,4,0,2
32,No,Travel_Rarely,Research & Development,8,2,Medical,865,Female,91,Research Scientist,3,Married,5175,5,No,12,3,9,3,2,5,3,1,3
52,No,Travel_Frequently,Research & Development,25,4,Medical,867,Female,81,Manufacturing Director,4,Married,13826,3,No,22,4,31,3,3,9,8,0,0
37,No,Travel_Rarely,Sales,16,4,Marketing,868,Male,66,Sales Executive,3,Divorced,6334,4,No,19,3,9,2,3,1,0,0,0
28,No,Travel_Rarely,Human Resources,8,2,Medical,869,Male,63,Human Resources,4,Divorced,4936,1,No,13,3,6,6,3,5,1,0,4
22,No,Travel_Rarely,Research & Development,1,2,Life Sciences,872,Male,33,Manufacturing Director,4,Married,4775,6,No,22,4,4,2,1,2,2,2,2
44,No,Travel_Rarely,Research & Development,8,4,Life Sciences,874,Male,62,Laboratory Technician,4,Married,2818,2,Yes,24,4,10,2,2,3,2,0,2
42,No,Travel_Frequently,Research & Development,2,1,Medical,875,Male,35,Research Scientist,4,Single,2515,5,Yes,14,3,8,2,3,2,1,2,2
36,No,Travel_Rarely,Human Resources,8,3,Life Sciences,878,Male,77,Human Resources,1,Married,2342,0,No,21,4,6,3,3,5,4,0,3
25,No,Travel_Rarely,Sales,3,1,Other,879,Male,98,Sales Executive,1,Married,4194,1,Yes,18,3,5,3,3,5,3,0,3
35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,880,Female,66,Manufacturing Director,3,Married,10685,1,Yes,20,4,17,2,3,17,14,5,15
35,Yes,Travel_Frequently,Research & Development,25,4,Life Sciences,881,Female,96,Research Scientist,2,Divorced,2022,1,Yes,19,3,10,3,2,10,2,7,8
32,No,Non-Travel,Research & Development,1,3,Life Sciences,882,Male,61,Laboratory Technician,4,Divorced,2314,0,No,12,3,4,2,3,3,0,0,2
25,No,Travel_Rarely,Sales,4,1,Marketing,885,Male,87,Sales Executive,1,Married,4256,1,No,12,3,5,1,4,5,2,0,3
49,No,Travel_Rarely,Research & Development,1,3,Technical Degree,887,Female,36,Research Scientist,1,Married,3580,2,No,16,3,7,2,3,4,2,0,2
24,No,Non-Travel,Research & Development,4,1,Life Sciences,888,Male,46,Laboratory Technician,4,Married,3162,0,No,17,3,6,2,2,5,2,3,4
32,No,Travel_Frequently,Sales,5,2,Life Sciences,889,Male,48,Sales Executive,2,Married,6524,1,No,14,3,10,3,3,10,8,5,3
38,No,Travel_Rarely,Sales,9,3,Marketing,893,Male,98,Sales Representative,2,Married,2899,0,No,19,3,3,3,3,2,2,1,2
42,No,Travel_Rarely,Research & Development,3,3,Life Sciences,894,Female,95,Laboratory Technician,4,Married,5231,2,Yes,13,3,17,1,2,5,3,1,3
31,No,Travel_Rarely,Research & Development,11,4,Life Sciences,895,Male,48,Research Scientist,4,Married,2356,3,Yes,19,3,8,2,3,6,4,0,2
29,Yes,Travel_Rarely,Sales,1,3,Medical,896,Female,48,Sales Representative,3,Divorced,2800,6,Yes,19,3,5,3,3,3,2,0,2
53,No,Travel_Rarely,Sales,8,3,Marketing,897,Male,73,Sales Executive,4,Married,11836,5,No,14,3,28,3,3,2,0,2,2
35,No,Travel_Rarely,Research & Development,25,3,Technical Degree,899,Male,78,Manufacturing Director,2,Married,10903,3,No,16,3,16,2,3,13,10,4,8
37,No,Travel_Frequently,Sales,21,2,Medical,900,Female,54,Sales Representative,4,Married,2973,5,No,15,3,10,3,3,5,4,0,0
53,No,Travel_Rarely,Research & Development,23,4,Life Sciences,901,Female,72,Research Director,4,Single,14275,6,No,18,3,33,0,3,12,9,3,8
43,No,Travel_Frequently,Research & Development,1,3,Life Sciences,902,Female,33,Healthcare Representative,4,Married,5562,4,No,13,3,12,2,2,5,2,2,2
47,No,Travel_Rarely,Sales,2,2,Marketing,903,Female,35,Sales Executive,4,Married,4537,0,Yes,22,4,8,2,3,7,6,7,7
37,No,Non-Travel,Sales,19,2,Medical,904,Male,32,Sales Executive,2,Single,7642,1,Yes,13,3,10,2,3,10,0,0,9
50,No,Non-Travel,Research & Development,2,4,Life Sciences,905,Male,98,Manager,1,Divorced,17924,1,No,11,3,31,3,3,31,6,14,7
39,No,Travel_Rarely,Human Resources,2,3,Life Sciences,909,Female,42,Human Resources,4,Married,5204,8,No,11,3,13,2,3,5,4,0,4
33,No,Travel_Rarely,Human Resources,3,2,Human Resources,910,Male,57,Human Resources,2,Divorced,2277,3,Yes,11,3,7,4,4,4,3,0,3
32,Yes,Travel_Rarely,Research & Development,25,4,Life Sciences,911,Male,87,Laboratory Technician,4,Single,2795,1,Yes,24,4,1,2,1,1,0,0,1
29,No,Travel_Rarely,Research & Development,7,1,Medical,912,Female,62,Laboratory Technician,4,Divorced,2532,6,No,14,3,8,5,3,4,3,0,3
44,No,Travel_Rarely,Research & Development,9,2,Life Sciences,913,Male,61,Research Scientist,1,Married,2559,1,Yes,13,3,8,0,3,8,7,7,1
28,No,Travel_Rarely,Sales,5,4,Medical,916,Male,98,Sales Executive,4,Single,4908,1,No,14,3,4,3,3,4,2,0,2
58,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,918,Male,57,Laboratory Technician,4,Divorced,2380,9,Yes,14,3,3,3,2,1,0,0,0
43,No,Travel_Rarely,Research & Development,8,3,Life Sciences,920,Female,55,Manufacturing Director,2,Divorced,4765,4,No,21,4,4,2,4,1,0,0,0
20,Yes,Travel_Rarely,Sales,2,3,Medical,922,Female,49,Sales Representative,3,Single,2044,1,No,13,3,2,3,2,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,18,1,Other,923,Female,65,Research Scientist,4,Single,2693,1,No,19,3,1,3,2,1,0,0,0
36,No,Travel_Rarely,Research & Development,14,1,Life Sciences,924,Male,68,Healthcare Representative,4,Married,6586,0,Yes,17,3,17,2,2,16,8,4,11
47,No,Travel_Rarely,Sales,2,4,Life Sciences,925,Female,65,Sales Representative,4,Single,3294,1,Yes,18,3,3,3,2,3,2,1,2
22,Yes,Travel_Rarely,Research & Development,3,1,Life Sciences,926,Female,34,Manufacturing Director,3,Married,4171,0,Yes,19,3,4,3,4,3,2,0,2
41,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,927,Female,57,Laboratory Technician,4,Divorced,2778,4,Yes,13,3,10,1,2,7,7,1,0
28,No,Travel_Rarely,Research & Development,9,3,Medical,930,Female,77,Research Scientist,3,Divorced,2377,5,No,18,3,6,2,3,2,2,2,2
39,Yes,Travel_Rarely,Research & Development,6,3,Medical,932,Male,70,Laboratory Technician,1,Married,2404,7,Yes,21,4,8,2,1,2,2,2,2
27,No,Travel_Rarely,Research & Development,4,3,Life Sciences,933,Female,76,Research Scientist,3,Single,2318,1,No,19,3,1,2,3,1,1,0,0
34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,934,Male,83,Laboratory Technician,2,Divorced,2008,1,No,14,3,1,3,3,1,0,1,0
42,No,Travel_Rarely,Sales,14,2,Medical,936,Female,68,Sales Executive,3,Single,6244,7,No,17,3,10,6,3,5,4,0,3
33,No,Travel_Rarely,Research & Development,1,4,Other,939,Male,100,Research Scientist,1,Single,2799,3,Yes,11,3,6,1,3,3,2,0,2
58,No,Travel_Rarely,Research & Development,5,3,Technical Degree,940,Female,37,Healthcare Representative,2,Divorced,10552,2,Yes,13,3,24,3,3,6,0,0,4
31,No,Travel_Rarely,Sales,7,4,Life Sciences,941,Male,41,Sales Representative,3,Married,2329,3,No,15,3,13,2,4,7,7,5,2
35,No,Travel_Rarely,Research & Development,21,1,Life Sciences,942,Female,51,Healthcare Representative,4,Married,4014,1,Yes,25,4,10,2,1,10,6,0,7
49,No,Travel_Rarely,Research & Development,8,2,Other,944,Female,51,Laboratory Technician,2,Married,7403,4,No,11,3,29,3,2,26,9,1,7
48,No,Travel_Rarely,Research & Development,20,4,Medical,945,Male,51,Research Scientist,3,Married,2259,4,No,17,3,13,2,2,0,0,0,0
31,No,Non-Travel,Sales,20,2,Marketing,947,Female,45,Sales Executive,3,Married,6932,1,No,13,3,9,2,2,9,8,0,0
36,No,Travel_Rarely,Research & Development,7,4,Other,949,Male,65,Research Scientist,4,Single,4678,2,No,18,3,8,6,3,6,2,0,1
38,No,Travel_Rarely,Research & Development,1,3,Technical Degree,950,Female,80,Research Director,1,Married,13582,1,No,13,3,15,3,3,15,12,5,11
32,No,Non-Travel,Research & Development,1,3,Life Sciences,951,Female,70,Laboratory Technician,2,Married,2332,6,No,20,4,5,3,3,3,0,0,2
25,Yes,Travel_Rarely,Sales,19,2,Marketing,952,Male,36,Sales Representative,2,Married,2413,1,Yes,18,3,1,2,3,1,0,0,0
40,No,Travel_Rarely,Sales,10,4,Marketing,954,Male,67,Sales Executive,2,Divorced,9705,2,No,12,3,11,2,2,1,0,0,0
26,No,Travel_Frequently,Sales,1,3,Medical,956,Male,52,Sales Executive,1,Single,4294,1,No,12,3,7,2,3,7,7,0,7
41,No,Travel_Rarely,Research & Development,6,3,Medical,957,Male,59,Laboratory Technician,1,Single,4721,2,Yes,13,3,20,3,3,18,13,2,17
36,No,Travel_Rarely,Research & Development,2,4,Medical,958,Male,79,Laboratory Technician,3,Single,2519,4,No,21,4,16,6,3,11,8,3,9
19,Yes,Travel_Rarely,Sales,21,3,Other,959,Male,37,Sales Representative,2,Single,2121,1,Yes,13,3,1,3,4,1,0,0,0
20,Yes,Travel_Rarely,Research & Development,4,3,Technical Degree,960,Male,84,Laboratory Technician,1,Single,2973,1,No,19,3,1,2,3,1,0,0,0
31,No,Travel_Rarely,Research & Development,12,3,Medical,961,Female,41,Healthcare Representative,4,Married,5855,0,Yes,11,3,10,2,1,9,7,8,5
40,No,Travel_Frequently,Research & Development,9,4,Medical,964,Male,35,Research Scientist,2,Divorced,3617,8,Yes,14,3,3,2,3,1,1,0,0
32,No,Travel_Rarely,Research & Development,3,4,Medical,966,Female,93,Manufacturing Director,1,Married,6725,1,No,12,3,8,2,4,8,7,6,3
36,Yes,Travel_Rarely,Sales,3,1,Life Sciences,967,Male,51,Sales Executive,4,Married,10325,1,Yes,11,3,16,6,3,16,7,3,7
33,No,Travel_Rarely,Research & Development,1,3,Life Sciences,969,Female,42,Healthcare Representative,4,Single,6949,0,No,14,3,6,3,3,5,0,1,4
37,Yes,Travel_Rarely,Sales,1,4,Life Sciences,970,Male,46,Sales Executive,3,Married,10609,5,No,11,3,17,2,1,14,1,11,7
45,No,Non-Travel,Research & Development,4,2,Life Sciences,972,Male,57,Laboratory Technician,2,Married,4447,1,No,12,3,9,5,2,9,7,0,8
29,No,Travel_Frequently,Sales,20,3,Technical Degree,974,Female,84,Sales Representative,4,Married,2157,1,No,15,3,3,5,3,3,1,0,2
35,No,Travel_Rarely,Sales,18,3,Medical,975,Female,86,Sales Executive,3,Married,4601,1,No,16,3,5,3,3,5,2,1,0
52,No,Travel_Rarely,Research & Development,1,2,Life Sciences,976,Male,70,Manager,4,Married,17099,2,No,15,3,26,2,2,9,8,7,8
58,Yes,Travel_Rarely,Research & Development,2,3,Technical Degree,977,Male,51,Research Scientist,3,Single,2479,4,No,24,4,7,4,3,1,0,0,0
53,No,Travel_Rarely,Sales,2,2,Medical,981,Male,45,Manager,3,Divorced,14852,6,No,13,3,22,3,4,17,13,15,2
30,No,Travel_Rarely,Sales,8,2,Other,982,Male,62,Sales Executive,3,Divorced,7264,5,No,11,3,10,2,4,8,4,7,7
38,No,Non-Travel,Sales,10,3,Technical Degree,983,Female,85,Sales Executive,4,Single,5666,1,Yes,13,3,6,1,3,5,3,1,3
35,No,Travel_Rarely,Sales,3,4,Life Sciences,984,Male,92,Sales Executive,4,Divorced,7823,6,No,13,3,12,2,3,10,9,0,8
39,No,Travel_Rarely,Sales,2,5,Life Sciences,985,Male,41,Sales Executive,3,Single,7880,0,No,18,3,9,3,3,8,7,0,7
40,Yes,Non-Travel,Sales,24,3,Life Sciences,986,Female,100,Sales Executive,2,Single,13194,4,Yes,16,3,22,2,2,1,0,0,0
47,No,Travel_Frequently,Research & Development,16,4,Medical,987,Male,64,Manufacturing Director,3,Divorced,5067,1,Yes,19,3,20,3,4,19,10,2,7
36,No,Non-Travel,Sales,8,4,Technical Degree,990,Male,84,Sales Executive,4,Divorced,5079,4,No,13,3,12,3,3,7,7,0,7
31,Yes,Non-Travel,Research & Development,9,2,Medical,991,Male,46,Research Scientist,1,Single,2321,0,Yes,22,4,4,0,3,3,2,1,2
33,No,Non-Travel,Sales,17,3,Life Sciences,992,Male,38,Manager,3,Single,17444,1,No,11,3,10,2,3,10,8,6,0
29,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,994,Female,92,Research Scientist,1,Single,2404,6,Yes,20,4,3,5,3,0,0,0,0
33,No,Travel_Rarely,Research & Development,13,1,Life Sciences,995,Female,53,Research Scientist,4,Single,3452,3,No,18,3,5,4,3,3,2,0,2
45,No,Travel_Rarely,Research & Development,1,4,Medical,996,Female,91,Laboratory Technician,4,Divorced,2270,3,No,14,3,8,2,3,5,3,0,2
50,No,Travel_Rarely,Research & Development,1,2,Medical,997,Male,66,Research Director,4,Divorced,17399,9,No,22,4,32,1,2,5,4,1,3
33,No,Travel_Frequently,Research & Development,1,4,Other,998,Female,84,Healthcare Representative,2,Married,5488,1,Yes,13,3,6,2,3,6,5,1,2
41,No,Travel_Frequently,Research & Development,9,3,Medical,999,Male,64,Research Director,3,Divorced,19419,2,No,17,3,21,2,4,18,16,0,11
27,No,Travel_Rarely,Research & Development,16,4,Technical Degree,1001,Female,37,Laboratory Technician,2,Married,2811,9,No,14,3,4,2,3,2,2,2,2
45,No,Non-Travel,Research & Development,23,2,Life Sciences,1002,Male,42,Laboratory Technician,1,Married,3633,1,Yes,15,3,9,2,3,9,8,0,8
47,No,Travel_Rarely,Sales,4,2,Life Sciences,1003,Female,83,Sales Executive,4,Single,4163,1,Yes,17,3,9,0,3,9,0,0,7
30,Yes,Travel_Rarely,Research & Development,22,3,Life Sciences,1004,Female,48,Research Scientist,3,Married,2132,4,Yes,11,3,7,2,3,5,2,0,1
50,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1005,Male,95,Manufacturing Director,3,Married,13973,3,Yes,18,3,22,2,3,12,11,1,5
38,No,Travel_Frequently,Research & Development,10,1,Medical,1006,Male,66,Research Scientist,3,Married,2684,0,No,17,3,3,0,2,2,1,0,2
46,No,Travel_Rarely,Research & Development,7,2,Medical,1007,Male,75,Manufacturing Director,3,Divorced,10845,6,No,13,3,13,3,3,8,7,0,7
24,No,Travel_Rarely,Research & Development,17,1,Medical,1009,Female,41,Manufacturing Director,3,Divorced,4377,1,No,15,3,5,6,3,4,2,3,2
35,Yes,Travel_Rarely,Research & Development,14,4,Other,1010,Male,39,Laboratory Technician,2,Divorced,3743,1,Yes,24,4,5,2,1,4,2,0,2
31,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1011,Female,96,Manufacturing Director,1,Married,4148,1,No,12,3,4,1,3,4,3,0,3
